text,label
When I get anxious I get nauseous and throwing up is my biggest fear,Medium
Hi I just want to tell you that your videos helped me a lot in college and now I'm graduated thank you for being My study friend during all those years,Low
"I thought of suicide, then I watched the best motivation video and I made friends after time. I am so glad I watched that video",High
"I grew up in a small 3 bedroom house with 11 people living in it. 4 adults and the rest of us were just kids, it was a mess. I’m so grateful I managed to get my education but I do wonder how life would’ve been under different/better circumstances.",Low
I love you. Thank you for doing what you do. I suffer frim panic disorder and this helps a lot.,High
"This is pure nostalgia for me. Last year i was studying soooo hard bcs in Turkey our university enterance exam is so hard. You need to study really, i mean REALLY well. I was using these study with me videos and especially this one was my favorite. Now im in university and im studying for my midterms. It's so nice to study with this video after a long time.",Low
"""Suicide doesn't rid of your pain, it just spreads it."" - My maths teacher",High
I studied with you in 3 years. thanks for your video and i love it,Low
@justwild9322  I am depressed but my mind doesn't know that i am depressed. 🥴,High
Thank you so much I hope you have a wonderful week ~,Low
One day I was driving i was so depressed that I zoned out and drove through a red light. Luckily I didn't get in an accident.,High
"Depression makes us think negatively and makes us want to give up on life.
I'm a working student who was blind to the fact that I was depressed until one day I recognized I wasn't normal anymore.
Some of the symptoms mentioned in the video happened to me.
--I feel worthless and useless.
—have a big dream but decide to abandon it
--I'm not in the mood to accomplish anything.
--want to sleep a lot and rest a lot.
--a lack of excitement 
-- suicidal attempt
And now I'm still evaluating how to deal with my depression because I'm the one who keep myself calm.
Maybe sometimes I can rely on people and tell them that  ""I can't take this any longer; I'd better die, because I am BOBO, WALA NAKOY SILBI,"" but I'm already aware that I'm simply bringing them burdens that have nothing to do with how I'm feeling right now.
ECT, or ElectroConvulsive Therapy, was all I wanted. This procedure can remove all of the unhappy memories that cause anguish and sadness, allowing me to begin living again with no doubt, no agony, and a peaceful and joyful existence.",High
"The phrase""do not be afraid"" is written in the bible 365 times in the Bible 

That's a daily reminder from God to live every day being fearless.



I hope this will help too: 
“When anxiety was great within me, your consolation brought joy to my soul.”
Psalm 94:19

""Casting all your anxieties on him, because he cares for you.""
1 Peter 5:7

“Therefore do not worry about tomorrow, for tomorrow will worry about itself. Each day has enough trouble of its own.”
Matthew 6:34

Ask God for help..

""Do not be anxious about anything, but in everything by prayer and supplication with thanksgiving let your requests be made known to God.""
Philippians 4:6


“Therefore do not worry about tomorrow, for tomorrow will worry about itself. Each day has enough trouble of its own.”
Matthew 6:34



""Say to those who have an anxious heart, 'Be strong; fear not! Behold, your God will come with vengeance, with the recompense of God. He will come and save you.' ""
Isaiah 35:4





""And which of you by being anxious can add a single hour to his span of life?""
-Matthew 6:27",High
I have ADHD and I return to this video whenever I feel caught in procrastination and not being able to focus on getting tasks done. Thank you.,Low
Really easy to watch—great balance and vibe overall. Nicely done!,Low
I get anxious when I have to leave the house,High
"hello everyone I spent almost my entire exam year in this music an study environment ,I was not bored at all ,the music is very good ,it is relaxing and increased my focus ,I wish success to everyone who works , I hope we come to our target places and get the reward of studies. thank you for working with me and not leaving me alone . with love ....",Low
"You've missed out on the absurd amount of context switching in software development as a discipline that might just be one of the main reasons why they are so unhappy. Incredibly intellectually demanding or stressful jobs don't always lead to burnouts, else all the managers and researchers would be way more burnt out than devs, and that's clearly not the case.",Medium
"Stop with all nighters. It won't work every time. I'm an excellent student and 95 of my grades are A. But i have to tell you my experience while i was preparing myself for an exam. So i was learning history all night long with an hour of sleep and i went completly blank on a test. I felt like i'm retarded because i couldn't function properly and i forgot the simplest things. So if you can, learn during the day and not a day before an exam. And get 6 hours of sleep",Medium
I think Im experiencing more of burnout than depression. I do have insomnia right now and slight loss of appetite I think I just need to get out of my usual routine,Medium
I v completed the exam . Waiting for results. If those aren't satisfactory I would do a second attempt. I ve manged all my fears lot by now . Hope I can do my best this time,Medium
Anxiety is a dragon devouring you from the inside. And you just want to end your life for good,High
I can’t say I feel entirely depressed but been there a little but want to be better and looking for healthy options.,High
Thanks for this video haha I wanna go japan now!,Low
"I took a criminology exam. I revised so hard and I felt confident. However, as soon as sat down my anxiety went through the roof I didn't finish the paper and I felt like a failure, all I wanted to do was die cos I thought my future was gone. I am yet to receive my results but I hope I pass. Furthermore, I highly suggest going to a GP for test anxiety and getting medication. I wish you all the best and I wouldn't wish what we go through to anybody",Medium
"I've only had 4 panic attacks and I'm 50 but they have lasted hours, 5-6. These attacks are debilitating, Any ideas why they are so long?",High
Thank you so much. This makes so much sense once you focus more on the relaxation side by focusing every 15 minutes on it it becomes the relaxed vigilance exactly THANK YOU,Medium
TBH these are helpful tools to calm the mind in the moment.But if you really want to understand your stressers. Mindfulness Meditation. You can also massage your Parasynthetic nerve and incooperate the double breathing pattern as well.,Medium
exactly! shes never experienced long term anxiety its blatantly obvious,High
"Hello, I have experience 2  panic/ anxiety attack i don't know why I'm getting them the past 2 week very difficulty to sleep.  The most embarrassing was one at work out the blue crying, this is not me and I want it to stop",High
Ive spent the last 3hours studying and crying....my exam week is in 3 days,Medium
"Thats true. Theres been studies proving how smart phones are wrecking our mental health, especially when it comes to anxiety and depression.",Medium
Im in panic! I dont wanna fail,Medium
"I am recently depressed for 13 days and I figured it out in 10th day.
I was a funny students who loved to be scientist and was studying as hard as I could but in that process I forgot to Live.....",High
"Couple of year ago I started preparing for the most difficult exam of my career, now that I am through with it and pursuing what I always dreamt of this video feels so nostalgic and hopeful. Back then it was melancholic. I have realised that, I just have to stay true to myself , work hard and keep believing in my own self even when everything seems against me in that moment. Goodluck to all!! Thank you Abao!!",Low
I do like your video.Thanks!,Low
"My grandma had suicide attempts along with my mother who was put into an institution for a little for the same aspects , and now being almost 22 I have accepted  and recognized my depression and anxiety trendies within myself and this woman using her patient named Natalie as an example really broke me down since I share the same name ,,, it made me feel more recognized and accepted",High
"This is the best ""study with me video!!! my major is medicine and we need this to keep on going for long hours! thanks a lot",Low
Last year was insane I had over 1000 assignments in the first month photo proof if wanted. Its crazy,Medium
"""One is a great deal less anxious if one feels perfectly free to be anxious, and the same may be said of guilt."" -Alan Watts",High
spend time focusing on things you can control than cannot simple great tip!,Medium
"To everyone who's studying with this music: Checklist: • A bottle of water, at least 1liter. Your brain works better if it has enough water and drinking helps you to concentrate • Your charger. You sometimes don't even notice that your device's battery is going down, so better have it plugged in all the time • Your headphones. You will be able to focus more with headphones, because it blocks background noises. Also, if it's a late night study session, you won't wake up anyone • a tea or coffee. Coffee keeps you awake, green or black tea can make you feel more awake as well. • Your study/work stuff: your laptop/tablet/phone , a few pens, paper or whatever you need. •Anything else you could need, what about a heat pad, a blanket, a good lamp, your pet so you have a study buddy Reminder:After an hour, you should stand up and walk a bit around. Better stop the music or put on different music for the break. Open your window, even if it's cold outside. Fresh air will make it better, trust me. You could also lay your head down on your desk for ten minutes and listen to a podcast. Or, if you have to read a book, listen to the audiobook of it. You can also listen to the audiobook while doing another thing, that's even better than listening to music while reading the book. I hope y'all had a good day, if not, that's okay too. Remember to take care of yourself and try to get some sleep tonight ( This comment isn't originally mine, but I think it can help a lot of people :)",Low
"Wow, this talk really hit home for me. I've struggled with anxiety, and it's refreshing to hear someone acknowledge that not everything in life is perfect. We need more open discussions about mental health.",High
makes me wonder how many depressed people are out there just powering through their days... is it actually all of us??,High
"Sorry its not unhealthy criticism headphones and earphones are proven to be used only when there's emergency, as they damage ears and brain, resulting for decreasing efficiency for study, even if it's not on full volume. And Tea or coffee has nicotine Or caeffine which is bad. Otherwise, the comment is great and very helpful. Thanks",Low
"I am going to take IB physic HL exam tomorrow, wish me good luck",Medium
Thank you so much!!,Low
"From listening to this music during my preparation days for a competitive exam to actually cracking that exam and doing the assignments sitting in the dream institution and listening to the same music again, life took a beautiful turn. This video stands as a testament to the fact that goals are not that hard to achieve given a person chooses not to give up. To anybody who chose to read this, may you have all the strength to overcome any weakness that restricts you from acing your dreams. Never give up champ! Also, thanks for creating such a peaceful video",Low
"There was one night I woke up with panic attack will shaky hands and heart beating fast, that time I was so afraid I might die
 Good to know that I'm not alone..",High
This is Kaczynskiism 101. The conditions of working and fitting into the modern technological industrial world disagrees with human nature hence the ridiculous increase in mental health issues amongst basically everyone in the west,Medium
"I love this, and I have questions. I have been this person the calm one in a crisis. I feel confident and peaceful and am able to contribute to the situation in a positive way. Fast forward to my current life where I am almost always on edge. Chronic stress over situations I don't know how to change or influence that are unhealthy for me. So I keep taking moment by moment but then more just keeps coming at me. So on the opposite end of the experience, one of the annoying things is to be upset and have someone stay so calm that they seem false or as though they are lying... there is a lack of trust with someone who is stoic. For instance, a paramedic. Their calmness IS important, yet it feels like they don't care. Detached I guess. Incongruent to the situation. How do we choose to calm ourselves while also not fear losing our intuition, empathy and not detach so much that others feel alienated? I am sure it is a weird question.",Medium
"""Suicide thoughts, come and go like a guest to me
But I don't wanna die, I just wanna get relief"" -NF",High
"He is giving life saving advice, thank you very much for this tim, Im legit crying of happiness while watching this, thank god sent you in my life",High
Anxiety is so awful to live with and when you can't live a normal life and mostly everyone else around you gets by like a normal functioning human being of society it really hurts and is hard to find people who understand and believe you. Pray to saint Jude for help! He understands and is such a compassionate and caring powerful Patron Saint!!,High
Amazing background,Low
I use this lofi always while working with sh**ty stuff and it keeps me optimistic. Especially when you look on the side-screen and see this wonderful panorama with sunrise or sunset. Thanks Mr. Abao keep creating those lofi...,Low
"For gardening in London, look into urban gardening. There are ways to have a garden with limited space if that brings you joy. Thank you for sharing your morning.",Low
"Lowkey this guy knows nothing 6 months is nothing how did he go to the gp once and blag a suicide without action then fix it by a walk, I'm someone who's done the same and I cried my way down from snowdon because it was something I would of enjoyed but don't , and they still don't this guy had it mild its toxic to preach. This",High
"Wanting  die isn’t a crime, wanting to die should be a human right! I want to die……. Quickly!",High
The fact that when i hear the name School I feel like i gave up about life doing so bad at school even tho im doing everything i can to pass but i wont know if ill even pass school might as well die.,Medium
"Wow I could not have summarized the problems I faced in software development better myself. People always ask me why I stopped doing it and I dont know how to project the first 7 minutes of this video into their head. The actual work of developing software is very easy for me, but I was still so stressed out and seemed to always need to work long nights and weekends to meet goals. I didnt have the awareness to understand what was happening so I just rationalized that I was a lazy and ineffective person which made me feel awful about myself, despite being one of the only people capable of actually doing the work that needed to be done at my job.",Medium
Thanks friend you are also too brave and strong,Low
"Hola! (Hi!) I don't speak very well english, my language is Spanish, but I want say to you: THANKS!! its a great music, and great method!! Thanks!!! (Sorry for my english skills)",Low
"Indeed, this is the industry of perpetual shit rolls down hill. Being set up for failure and getting the blame for failure is a decadesold rot in the industry. When I was young I thought it was a matter of stakeholders simply assuming software is instantly malleable and anything is possible so why didnt it happen yesterday? Now I tend to think that the software industry simply attracts assholes.",Medium
I know this is a 2 year old video but for my own curiosity I found where it was filmed. Sequence Miyashita Park hotel in Shibuya in a room facing north. I used the park and large building on the left as landmarks to figure out the location. Thank you for this video specifically! I've probably watched at least 20 hours of it over the past year while studying.,Low
"I have 2 exams at the same day, wish me luck",Medium
Stress affects my throat and gives me tonsils so I need to get rid of it..now....,Medium
True burnout is chronic it doesnt go away.,Medium
"She didn't even describe me... I have a rush of adrenaline to the head and arms (PANIC)....uh sorry, feeling like you're dying...ok yeah, but this is panic. panic is PANICKING for no reason....",High
Same... I find myself crying a lot every week. I really hope everything works out for you,High
"Thank you so much! For watching, for voting, and for always leaving such lovely comments ~ I hope you have a lovely weekend",Low
"Psychedelics are the reason why I didn't take my life when I was at my end. I was stripped of my ego and saw the beauty of life and interconnectivity and even though I still battle depression and anxiety, I'm going better everyday and never think in such a self destructive way again. All thanks to Dr. Adam",High
Anxiety is very common. You definitely are not alone,High
so nice to see u and another video. looking forward to see what u do today! have a good one!,Low
"I also have panic disorder 
Here are some tips I follow when panic comes

. Don’t fight with it 
.take deep breaths 
.continuously say  in your mind that “ I am calm “ 

Believe that it’s all gonna be alright",High
"My dad introduced this channel to me, and the music is cool! Thanks for making",Low
thank you for this its really helped with my studies so really massive thank you :),Low
"This feeling, ""I dont want to die, I want to live forever"".",High
"i finished two chapters of accounts along with some incomplete notes. and because i felt companied with you, i am not feeling drained and tired even after all that, i cant thank you enough for this! <3",Low
"I have 741Hz  for anxiety, 
negative energies and depression relief on my channel if anyone would be
 interested :) Beautiful energy to share with everyone! Have a lovely 
day!",High
Thank you Hope u have a great study Time too,Low
I'm a Physical Therapy student and I usually study by myself. So the study with me videos make me feel like I study with someone and help me through school. Thank you and keep up the good work!,Low
"Almost a year ago I tried to tell my besty that I feel bad, sad exhausted etc. Thought that I could have depression or other menthal health issues she told me that I'm beeing soft and pick me that these are normal and she had worse and jokr around me and now a year later I'm crying over 'cause I Just wanted to get understand but never could and never be, I think that maybe writing here will help cause I' m really exhausted this unpredictable mood changing waves, I have à boyfriend and love him to but doesn't even want to talk him too. I just cry all day and do nothing(our exams starting to so I must start studying but I can't) just hate you Hannah, all the things you said is still kills me and can't get help cause of you, wish you best) karma will find you anyway :/",High
"I was really waiting for a long video, just love your channel, thank you for posting videos!",Low
My anxiety's gotten to the point I feel deathly ill everyday. It's hard to accept my doctor hasn't missed something. I've been spiraling a lot over the past month into this idea my doctor and specialists are missing something. It's an awful and isolating way to live. I'm ready to get better again. I'm going to work toward it and changing how I react to all this.,High
This so correct. The burnout can trigger a depression. That's what happened to me 1 year ago. I felt totally trapt in a job that was not fulfilling in any way that I couldn't function any more. I was 62 years old and had no perspective. Afther 2 12 years I finally got better. I'm retired and doing good. Thank you for the clear information,Medium
The heart attack thing is familiar. I have felt that during panic attacks. I also get the nausea. Makes the panic attack worse,High
"After hundreds of nights study, this is still the best ""study with me"" video ! Thanks, Abao.",Low
Thanks for making this video. It made me feel less insane c I went through burnout after my last job and came to similar conclusions as you found in coaching,Medium
Tam i am literally crying because i don't know what to do I want to get literally 100s in all the subjects... please make a video on how to study more in less time... also this time one girl scored a mark more than me so i just lost my self belief can u make a video on that please please please please please please.. also on how to not cry because I cry when i am angry I don't want to cry infront of others please please a video on this tooooo.. please please please and also a clear video on fake and toxic friends please please please please please please please,Medium
Thank you so much friend I hope you also have a lot of luck in your life,Low
I used to drive before. But i stp. Bec of this panic attact. Now  idont drive anymore .  Im afraid to drive.,High
"I don’t know if I have panic attacks or anxiety..But I hope I hope I can try to believe that everything is fine!
I’m on 12 trying to do this! But to tell all of you guys your fine and your okay your not alone! :D",High
My first one I had was about a year ago when I first started getting them I was on my way to work experience and I was sat in the back of the car when driving all of a sudden my vision was blury and my leg randomly twitched out then I felt like I was being pushed on and I couldn't control my movement holding my head and I tried speaking but it was hard to the people driving saw and pulled over and got me out of the car i felt so weak and i thought I was going to die they comfort me then take me home I went hospital as it was really messed up and they said I was fine and don't know what happens to me . I went to doctor about it as I was getting constant chest pain and arm pain and keeps thinking having a heart attack got checked was fine. My doctor said I got anxiety and that was that really is hard to deal with as they happen randomly and the scare me so much i just wish it gets better I have good days and bad days but I'm always feeling drained or like I am not in my body jus not all there really I like to talk to my family and people who struggle with it to know I am okay and not dieing witch really helps and I am very lucky to have them there for me. I just want it to never come back really its still new to me and I still don't understand why  i get them. This video has been a big help and made me feel a bit better :),High
That activation sounds like the style of procrastination when a person starts cleaning or organizing or doing other minor tasks instead of something bigger and more important.,Medium
I love this talk because it describes exactly what I lived and what I've been fighting for some years. It offers effective solutions to heal from anxiety.,High
Unrealistic deadlines or workload that can result to bad grades,Medium
Fuck assignment I just postpone them all,Medium
this is the 6th time i'm playing the same video while studying cause it has always been soo cozy ...thanks mate!,Low
@kokohome_yt Thank you!,Low
"To everyone who's studying with this music: Checklist: • A bottle of water, at least 1 liter. Your brain works better if it has enough water and drinking helps you to concentrate • Your charger. You sometimes don't even notice that your device's battery is going down, so better have it plugged in all the time • Your headphones. You will be able to focus more with headphones, because it blocks background noises. Also, if it's a late-night study session, you won't wake up anyone • a tea or coffee. Coffee keeps you awake, green or black tea can make you feel more awake as well. • Your study/work stuff: your laptop/tablet/phone, a few pens, paper, or whatever you need. •Anything else you could need, what about a heating pad, a blanket, a good lamp, or your pet so you have a study buddy Reminder: After an hour, you should stand up and walk a bit around. Better stop the music or put on different music for the break. Open your window, even if it's cold outside. Fresh air will make it better, trust me. You could also lay your head down on your desk for ten minutes and listen to a podcast. Or, if you have to read a book, listen to the audiobook of it. You can also listen to the audiobook while doing another thing, that's even better than listening to music while reading the book. I hope y'all had a good day, if not, that's okay too. Remember to take care of yourself and try to get some sleep tonight",Low
"Wow, this explains why i naturally create more routine when im overwhelmed and as soon as life gets less stressful I find it hard to keep these same routines.",Medium
Thanks Dr. Phil!,Low
"Sad thing is, next week is final exams, and I don't know anything for math, lol.",Medium
"Exam tomorrow, i was chill until today, now i m super stressed not able to focus and i forgot everything",High
"I become anxious after the exam because I'm scared I wrote something wrong without thinking so I can't stop over checking it, does that happen to anyone else?",Medium
I have dreams sometimes where I cannot breathe and then I wake up gasping for air and shaking sometimes. could this be a panic attack? I honestly don't know and I can't find any info on it,High
I have no reason why I started crying a lot at this video,High
"Oh god, I didn't make a translation in Spanish... It should have been automatically translated. That's odd... Thank you for letting me know!",Low
"I really love your content from my heart it's so soothing that I felt like I am in heaven, it helps me to concentrate in my studies , thank you for your hard work for make this I mean it , love you",Low
I have anxiety and depression,High
"This understanding is probably only helpful after you've figured it out yourself, but;
Don't define yourself as a 'depressed' person. Don't cling to that narrative. Admit what you feel at the moment, without seeking to define what you're going through as a pattern.
It can be very hard to identify when you become entangled with these 'titles'. These narratives end up causing you to abandon your own happiness in order to fit them.
You end up shutting yourself and your happiness down in an attempt to maintain the idea that you are a depressed person.

I know that whenever I found moments where I was okay or satisfied, I quickly tried to deny them. Because if I was capable of feeling okay sometimes, why do I feel miserable most of the time?
Why am I not taking responsibility or doing more? What if I wasn't actually depressed, and everything I'm facing is actually a problem with who I am?

To anyone who's dealing with deperssion, I truly suggest journaling. It seems cliche, and it was for my first dozen entries. But after some time I found that I was journaling in response to feeling overwhelmed, over engaging in escapism. It gives you a space where you can talk and vent. It doesn't make anything go away, but over time you might learn to appericiate yourself and your struggle, and learn to live alongside that pain without attempting to rid yourself of it.",High
"I ended up getting an Honour Roll in Math, it was about the second day of school and there was this sheet I was stressing about. I was stressing over how I didn't understand it, I was stressing over finishing it BEFORE the deadline, which led to me having a breakdown. I'm always a perfectionist, so I try to do things that are too much for me, or completely impossible. The good thing is, the Math review booklet is due much later, and I was expecting too much out of myself. My dad reassured me and told me that he had dealt with this before, all he did was drop everything he was doing and go do something else. I'm trying to learn different strategies after my breakdown to reduce my anxiety and stress, and I'm trying to learn not to compare myself with others, and all that jazz of Expecting too much out of yourself Thought I'd share this, and if you're feeling stressed you can always talk to a loved one or your friends '",Medium
This is great! you help me a lot. Thank you ^^,Low
When you have emotional and or psychological collapse due to overwhelming life circumstances. Is what most consider a nervous breakdown.,High
"Bro I feel the same, I get this weird chest pain in my left side when I'm anxious and even though I tell myself it's nothing and that it's caused by anxiety it doesn't work and I assume the worst.",High
"I recently read The Power of Now by Eckhart Tolle where his key point is living in the now and never falling victim to the concept of time and it'll all be better in the future or it was better back then. There is nothing that exists and there will never be anything that exists except the moment you are in NOW and that's where your focus should be. The future won't bring you any happiness, happiness has to come from within and in the now.",Medium
The introduction alone stressed me out... That was a long wait. Could someone please tell me the highlights.,Medium
So if you're unhappy for more than 2 weeks you're depressed? If a guy goes to prison and he's sad for a couple of weeks he needs treatment for depression?,High
hits with belt wait why are you crying more,High
"I dont even know if I'm depressed anymore, I've been feeling this way for so long that it's just normal  to me now",High
studying for my physics exam over here and this helped me so much to stay concentrated! Thank you sooo much,Low
"I wish it were true what people say to me when I, someone who has can't remember not having depression and has hid their own emotions so well that even I myself ignore them, show even the slightest sign of sadness or irritability. 
I wish it were true that
I am just pretending
I am just overreacting
I am just being lazy
I am just crying for attention
I can just snap out of it
I can just think positive
It is not a big deal
It is all in my head

I wish I was just someone else, I wish I were just normal. :(",High
"Thank you so much TEDX and Respectful Olivia Remes . I got to know I also have an anxiety disorder. But after watching your session,I feel I have got a life cure theropy from the best mental therapist in the world. And after listening to your coping methods ,I think it's so far more greatest than any medicine. I am gonna start following your ""remedies"" now from the first ,""doing badly"". And your last words I can't never forget, ""We are living for the very most meaning and purpose for someones' needs and love , which is never gonna ended up "" At last ,I can only say ""thank you "" to you both from solemnly.",High
​came and experience 100%natural rainfall thunder sound.thank you,Low
You are always on my vision board. You are amazing and such a good example for similar girlies.,Medium
yeah the 3 most important people in my life told me i’m too emotional & dramatic when i finally feel brave to open up. So end up masking my emotions. Then there comes days when the bottled emotions just couldn’t be contained i find myself hysterically crying on the sidewalk on the way home or tearing up on the public bus. (sigh),High
"Main reason is people around them will freak out if they say they are suc!dal , I know it because I am feeling it, not all day but some sleepless nights deep thinking and this thought appears, i get sad, this thought appears, everything feels fine if someone asks me , but it's not, sometimes i wish they see me when I am crying so bad , I have become an expert at hiding it , I cry so silently...",High
On 23 may its going to be my exam and I am in so much stress including that I have OCD that makes me to think more stressful but still I do alot of hardwork in last exam I got 90 and before that got 92,Medium
"That explains why when my friends would advice me that go on a vacation that might help.... Nah it was never just burnout , it was depression too",Medium
"This is an extremely succinct and accurate differential diagnosis of burnout and depression, made completely relatable to the average person. Impressive. Well done. Wish I saw this 4 years ago when you posted it. I've been burned out for 4 years.",Medium
"Hey ! I’m studying architecture and i’m finishing an article rn, the deadline is for this evening ! your videos help me to be really productive so Thank you and thanks for the wallpapers",Low
"In the first session, I am supposing you are using a map of INDIA. I would appreciate if u use the correct map of INDIA cz the one u are using is incomplete in the north. You can use the map issued by the Govt. of India. Thanks in advance! Your videos are really awesome spclly the selection of music, subtle and effective. Let's keep up our spirits!!",Low
I'm depressed...And No one understands me,High
Thank you that’s help me to study,Low
"Im taking the Asvab on 118 and I have everything to succeed . Even made flash cards. Made notes, studied for a month now. I failed the first time totally underestimated the test and now Im more than prepared trying not to overthink . I know Ill get higher than a 21 this time. Just need to make sure I know what to do to keep calm",Medium
Guy I invented homework as a punishment and not an everyday thing School nah...,Medium
"Thank you, I come here every time i need to study or work, helps SO much!",Low
CA students need this type of calmness and some lil sounds while studying which keeps them fresh amidst the toughness of chapters,Low
Living with Bipolar 2 Im always stressed. I starting getting gray hair and a gray beard at 21,Medium
"I was really enjoying your videos for a couple of days, but then every 15 minutes, I started getting annoying advertisements so I would request you to try to put advertisements during the Pomodoro breaks. Thanks for these videos!",Low
"Not only did Abao share such a useful & productive video with calming sound + white noise + pomodoro for focus work, Abao included the small gift of beautiful wallpapers that I'm now using on my desktop. So calming and much blessed, thanks Abao!! <3",Low
"Hi, I am Iraqi women, I am living alone like you, I have my work (five days per week), I like your videos very very much, I feel your life similar to my life, So, I am wasting your videos with interest…. Thank you for your efforts to make nice videos",Low
My anxiety disappeared after just seeing youdayummnnn,High
Anyone out there with covid burnout? Is there such a thing?,Medium
I can't take two steps without crying .,High
"I stumbled upon your video by accident, but now they have become a source of joy and my constant study companions. Thank you so much! And today I am studying statistics which is just so much more fun in this rainy background.",Low
"Dev work isn't prestigious, if it wasn't for all those hustler wannabes hyping what they are doing most people would see that the work isn't that rewarding or meaningful. And most managers treat devs as glorified mechanics, for whom they have mostly contempt. Company managers are constantly trying to devalue the work done by devs, they try diffuse any influence or any credit from individuals and teams. The fact that wages are relatively high is due to the relative lack of trained people, but also due to artificial factors like gatekeeping that impede people to move between development areas. For example I developed BI tools from scratch on a previous company but wasn't allowed to work on BI systems. As in many cases it's a crappy environment to build skills and very often you get boxed in to something that suits management but not you.",Medium
Im getting more stressed watching this video,Medium
"I feel that. If it's something that pulls at you despite feeling/thinking like everything is going well in life, then I know and relate to that kind of depression. It's important to talk about it with others and seek supports (you're worth the time and resources ).

If you're repressing things or avoiding the source(s) of something that is/are specifically leading you to contemplate ending things, consider through my own experiences with this, that stress can cause us to seek out an exit for relief from it's affects. So if you're stressed, and you're body/mind are weighing options about how to find relief and that includes ending things, then know you are not alone. Even fantasizing or contemplating how - it's not a shameful thing, but an expression of a mind seeking relief from mental strain, fatigue and/or hopelessness. It can be a symptom of depression, or just a state of mind brought on by extreme stress/anxiety (or if you're like me, all of that lol).

Best way to get relief is making a list of healthy habits that you can rely on and use for support and growth.

Biggest thing: You. Are. Not. Alone. 

There's power and hope in that. You got this little one",High
I have exam in 3 and half hours,Medium
Thank u for this vlog Nami! Have a nice week,Low
"Dear Merve... I just wanted to say ""thank you"" ... Your videos helped me a lot throughout the last three semesters of homestudying. I´ve never been to my university and because of that never met my fellow students to learn with... your videos helped me get back in track, into a normal daily structure and learning routine (kind of catch 22). Greetings and best wishes from Stuttgart to Glasgow!",Low
"My question would then be if I already challenge myself, but I consciously feel like I accomplish nothing by that, except that I am temporarily distracted from my feeling of being overwhelmed, what would be the next step? I already stopped drinking, smoking and do cold challenges showers general exposure, yet, I don't feel like these challenges help me progress at all, they are either sth i shouldn't have done in the first place or sth that is only a tiny piece of wood in a sea of despair.",Medium
Just for this view I can wake up at 5-6 in the morning. Wonderful view!,Low
When iam sad i get bad anxiety and deep anger i fell like my hurt burns and icant breath is that anxiety?,High
"Here for a few hours while outlining a short screenplay. Thanks, Abao. Have a great study/work session everyone.",Low
"Hey, can we maybe distinguish between pathology and normal states? It sounds like everytime I feel bad it is a correct signal of my emotions and needs immediate care. I dont think you want to imply that switching jobs or relationships in the video example is the the way to go, just because sometimes you feel like it.",Medium
"Today it was my first day of school. I was center of attention, I was embarrassed and turned red because of everyone looking at me, my heart was pounding, I felt hot and all sweaty. I wanted to go home so bad or just run out of the classroom to escape while crying, I held it all in until my mom called the nurse and she called me down. I ended up having a panic attack. I cried and cried getting thoughts like “I’m weak” “there’s people that go through worse” “I hate that I’m like this” I was so embarrassed. I’m trying so hard so that I can get a job and work to make money and start being so much happier with myself, basically building up my self esteem. Everyone out there that is dealing with this please you aren’t alone, we all have been there or are going through it. We are fighting and once we win this battle it’ll be the best thing you ever did because not everyone can come back and just fall. Thank you for this video",High
"Honestly, I suggest you try meditation or simply relaxing music. It's a simple way to reduce stress and anxiety. Meditation provides a soothing of the mind and helps to connect with yourself. Obviously, this does not prevent being followed by a health professional. However, I believe it's a good way to take care of yourself and make you feel better. I sincerely hope that you will find your means to fight your anxiety.",Medium
England shut down its schools Online school is killing me,Medium
I’m not depressed I’d consider myself very happy but I do get very anxious a lot,High
"56: 00 - I am doing mathematics. I am stopping here. It was so good, Thank you for the video , I can able to concentrate and complete a whole chapter . Thank you , love from India .",Low
Typical Exam always write your name.. we cant even write a cool name instead of our real name.,Medium
"really love it, thanks bro! 谢谢你!",Low
I had the flu and a high fever during one of my exams and the anxiety got to me and I...passed out.,Medium
You can have some made with Murano glass from the place near Venice,Low
"Thank you for your effort to teach people manage stress, it's incredibly important! And separately, thank you for your legible English. You speak about breath technics, that's great. I learned that and the same techniques by my yoga teacher as pranayama. Also I learned Ujai breathing, singing of Aum, and for example vacuum exercises with belly. Now, after understanding how parasympathetic works, I think all these exercises are targeting on make parasympathetic system stronger. Surgeons use Vacuumsystem to enforce regeneration of big chronic wounds, the same principles are here vacuum make vasa vasorum more powerful and nervou's functioning better. I think yoga is great, and neuroscience as well",Medium
"You don't make new videos lately but I just want you to know that your vids, gets me through my studies. Being in Japan myself, seeing all the amazing view, as well as the relaxing music you put in your videos, helps me focus. I will be taking my first Japanese test soon. Thank you for your videos and I hope you'll make new content soon.",Low
Wow amazing view :D,Low
Wow.. I too love to work in my garden whenever I've a bit of stress. It takes stress away and makes me feel good and fulfilled..,Medium
